Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
30000,-0.13285369,1.4060193,0.0029999986,0.009631578,0.027902795,-20.405937558447476,607.625,-20.405935580531757
40000,-0.0872338,1.4003333,0.0029999984,1.839311,0.025940185,None,None,None
50000,0.13749288,1.3988241,0.0029999972,0.034843337,0.026391715,None,None,None
60000,-0.33161488,1.4004546,0.0029999965,6.2576118,0.020787662,-11.6813542045226,497.4166666666667,-11.681353659679493
70000,-0.314348,1.4006894,0.002999996,0.5824937,0.0214229,None,None,None
80000,-0.013486841,1.3961333,0.0029999954,0.2772173,0.025817903,-21.09687504626345,505.5,-21.096873372793198
90000,-0.5016052,1.4012775,0.002999995,None,None,None,None,None
100000,0.19674557,1.3976381,0.0029999947,0.28867337,0.023813784,None,None,None
110000,-0.12422462,1.398891,0.0029999935,0.031572737,0.023067944,-6.323854215307317,498.4791666666667,-6.323854235311349
120000,-0.42881766,1.4057783,0.0029999928,14.480525,0.018070202,None,None,None
130000,-0.05888412,1.4054488,0.0029999926,0.015487153,0.023673678,None,None,None
140000,-0.18507108,1.4069355,0.0029999916,0.0013385903,0.029448202,-29.08343756472459,666.5625,-29.083441471060116
150000,-0.3683677,1.4105382,0.0029999912,10.606203,0.025152352,None,None,None
160000,0.04422691,1.411579,0.002999991,0.028646756,0.026167082,None,None,None
170000,-0.4039095,1.4125222,0.0029999905,1.3217809,0.026775707,-24.30093755706912,597.4375,-24.300938459734123
180000,-0.7232627,1.4179066,0.0029999898,23.743572,0.026140817,None,None,None
190000,-0.14023209,1.4187754,0.002999989,0.024579776,0.021645052,-36.31225002096035,550.3,-34.6635324624641
200000,-0.434031,1.4202502,0.0029999884,9.422893,0.023889672,-44.80875002263513,551.0357142857143,-44.890649583491104
210000,-0.19009872,1.4255371,0.002999988,0.015764248,0.028172903,-25.715000031515956,391.0,-24.58142892377717
220000,-0.6068356,1.4258583,0.0029999872,4.8184185,0.0236776,-24.317375030345282,396.1,-24.5450008678727
230000,-0.3395828,1.4224378,0.0029999865,0.054006457,0.022900794,-17.8722917016518,377.3333333333333,-17.87228917889297
240000,-0.28877106,1.4206814,0.0029999858,6.9577923,0.025789935,None,None,None
250000,-0.2809287,1.4225774,0.0029999851,0.017469224,0.027434152,-20.926562538428698,397.2916666666667,-20.926559824496508
260000,-0.52753556,1.4215914,0.002999985,4.222466,0.024476048,None,None,None
270000,-0.4433495,1.425816,0.002999984,0.054976366,0.02338851,None,None,None
280000,-0.4475169,1.4309055,0.0029999837,5.358154,0.021719836,-15.924687552440446,532.625,-15.924685690551996
290000,0.16496566,1.4222372,0.0029999835,None,None,None,None,None
300000,0.178676,1.4127582,0.0029999826,0.028272754,0.025847265,-14.202142903714307,554.0714285714286,-14.92363597994501
310000,-0.28450632,1.4108872,0.0029999816,0.06239324,0.016980793,-19.048235340372603,570.3823529411765,-18.440810305645336
320000,0.15539832,1.4106354,0.0029999816,2.9828868,0.022192264,-11.550000032410026,386.0,-11.549998790025711
330000,-0.24569999,1.4178631,0.0029999805,0.09947522,0.028321119,-13.94978727463712,453.9148936170213,-13.949785518519422
340000,0.16073173,1.4223737,0.0029999802,1.298071,0.023312207,-11.606250036740676,358.25,-11.606249444186687
350000,-0.24423905,1.4156497,0.0029999798,0.0376043,0.0253442,-9.110795499312438,473.5,-9.110794902525164
360000,0.07592047,1.4186397,0.002999979,3.401402,0.020704692,-3.823750048642978,470.0,-3.823750302195549
370000,-0.018399894,1.4191732,0.0029999784,0.43974826,0.024785727,-11.666666696468988,375.3333333333333,-11.666665901740393
380000,-0.2545555,1.4156125,0.0029999777,0.039925292,0.031014124,-15.15829273335999,552.3170731707318,-15.158291510692457
390000,-0.035152487,1.4073439,0.002999977,1.2390504,0.019613607,-12.794285757201058,439.85714285714283,-12.794284531048365
400000,-0.2864108,1.4065813,0.0029999763,0.2426373,0.024889626,-6.391447416727284,501.2631578947368,-6.391447107258596
410000,-0.1812728,1.4110833,0.0029999758,2.110989,0.02489651,-12.589000034891068,381.2,-12.588999408483506
420000,-0.5649441,1.414722,0.0029999746,2.2731197,0.01919052,-13.27596776605013,297.0967741935484,-13.275966012670148
430000,-0.13062677,1.4179766,0.002999974,3.8367407,0.021821804,-10.23785718543721,429.85714285714283,-10.237856988395963
440000,-0.55557936,1.4139373,0.0029999735,0.32516178,0.018851645,-21.231944488309736,510.5,-21.231944715397226
450000,-1.1950144,1.4088218,0.002999973,9.83169,0.023617508,-9.530000050738455,522.8,-9.529998940229415
460000,-0.14404425,1.4071097,0.0029999723,0.48332092,0.030002838,-10.193750051548705,559.875,-10.193748895078897
470000,-0.68515575,1.4049137,0.0029999723,0.4541857,0.019902533,-25.3113750472432,550.95,-25.31137561313808
480000,-0.084408246,1.400606,0.0029999716,7.1469297,0.02186125,None,None,None
490000,-0.26328388,1.3933533,0.0029999707,0.68948597,0.028584981,-8.415000052191317,552.375,-8.414999350905418
500000,-0.77041304,1.3877656,0.00299997,7.2383103,0.02230973,-20.265375054976904,604.85,-20.265376472473143
510000,-0.26368523,1.387008,0.0029999693,1.0813961,0.023544857,-26.488750028191134,378.95,-25.691842475219776
520000,-0.4767412,1.3864129,0.002999969,2.0028405,0.02410599,-18.869285744348808,350.14285714285717,-19.654135881826797
530000,-0.569078,1.3871678,0.0029999688,1.442212,0.021548036,-13.366190506322752,339.1190476190476,-13.366189064014526
540000,-0.19558129,1.390137,0.0029999684,2.6116624,0.02349793,-19.507857173016028,342.42857142857144,-19.507855726139887
550000,-0.6100782,1.3900912,0.0029999672,2.9908473,0.022616988,-15.936063861652734,373.40425531914894,-15.936061913662769
560000,-0.3108843,1.386457,0.0029999665,0.7650467,0.020204393,-14.698125025373884,319.2916666666667,-14.698124788701534
570000,-1.0853149,1.3830341,0.0029999658,4.7654676,0.021017304,-17.422083361151937,346.7916666666667,-17.42208195105195
580000,-0.5115216,1.3813534,0.0029999653,2.69208,0.030182263,-18.644418631312114,332.3488372093023,-18.644418477665546
590000,-0.24709624,1.3825369,0.0029999649,2.168054,0.029327994,-20.151607160223648,270.75,-20.226665842312354
600000,-0.9020561,1.3863292,0.0029999649,8.18782,0.023573715,-18.493958359545406,300.625,-18.479198265075684
610000,-0.15092549,1.384627,0.0029999637,None,None,-25.650875031831674,396.675,-25.650875576911496
620000,-0.47009814,1.386444,0.002999963,1.0709195,0.021776354,-17.6220000308007,343.7,-17.621999499201774
630000,-1.7921836,1.3890632,0.002999962,1.5043546,0.02196881,-13.401282078419358,294.28205128205127,-13.401281291093582
640000,0.37967902,1.3959465,0.0029999618,5.755117,0.020967683,-13.181428615269917,464.7142857142857,-13.181427559682302
650000,-0.36083323,1.393783,0.0029999614,0.1673215,0.024983684,-17.26448280434927,528.2758620689655,-17.26448197505469
660000,-0.61754984,1.3901132,0.0029999611,3.8263896,0.019787699,-26.268750047078356,527.125,-26.268752082251012
670000,-0.2834814,1.3877755,0.0029999602,1.5677501,0.016318403,-25.533125027199276,405.4375,-25.53312723134877
680000,-0.0988853,1.3844467,0.0029999595,1.9906287,0.022894796,-14.828666704768937,414.6666666666667,-14.828664936621983
690000,-1.0758705,1.3842573,0.002999959,1.2728374,0.024676068,-16.55712124504939,374.90909090909093,-16.557120129917607
700000,-0.14684954,1.3837098,0.0029999583,9.03399,0.02180289,-17.297666706206897,436.53333333333336,-17.297665724158286
710000,-1.363084,1.3860489,0.002999958,1.0229815,0.021249438,-41.456052662559635,417.4736842105263,-41.456056041937124
720000,-1.0063969,1.3867166,0.0029999574,6.6911683,0.026118219,-14.984545515850186,629.9090909090909,-14.984544640237635
730000,-0.5299717,1.3852661,0.0029999567,1.8109359,0.02468084,-22.992000040970744,508.9,-22.992000526562332
740000,-0.13130978,1.3866433,0.0029999556,1.7717679,0.026191015,-9.575348862815042,280.3953488372093,-9.575348553962487
750000,-0.88977313,1.3919283,0.0029999556,3.0278976,0.021246249,-17.856250022770837,294.5,-17.85624954290688
760000,-0.30239075,1.3958361,0.0029999544,3.04359,0.02505633,-17.553636397997085,400.6136363636364,-17.55363545769995
770000,-0.7568272,1.4006242,0.0029999544,3.3498833,0.02323646,-18.968636386689138,274.0,-18.968636358326133
780000,-1.2509985,1.4011637,0.002999954,2.2309165,0.025049377,-15.697647066896453,260.7647058823529,-15.697647294467863
790000,-1.8278711,1.3995523,0.0029999535,1.5007483,0.0248237,-18.883863653183322,285.34090909090907,-18.88386368929324
800000,-0.6137339,1.3980186,0.0029999523,6.9419928,0.02015122,-25.741511645640227,290.16279069767444,-26.098661564108802
810000,-1.921876,1.3969401,0.0029999516,5.1571417,0.017196523,-32.47100002076477,306.6,-30.129167396885652
820000,-1.990035,1.4013721,0.002999951,0.7935639,0.021031735,-25.18441862236102,309.06976744186045,-25.18441945479013
830000,-0.8069743,1.4050922,0.0029999507,1.734389,0.016597072,-14.966279088194634,299.5813953488372,-14.966277794782506
840000,-1.5695084,1.4029521,0.0029999502,4.8560514,0.021387676,-22.732000010460617,309.2,-22.731999757885934
850000,-1.4603157,1.402313,0.0029999497,0.63828236,0.026327044,-18.952708353948157,355.7708333333333,-18.952708536933642
860000,-0.5273833,1.4006395,0.002999949,8.970003,0.023037802,None,None,None
870000,-1.1035893,1.4022847,0.0029999479,1.7292668,0.0256275,-29.14218751125736,389.6041666666667,-29.142189329490066
880000,-1.2439077,1.4104542,0.0029999476,2.1396801,0.021790415,-13.791354183437457,216.79166666666666,-13.791353657841682
890000,-0.47464854,1.4112872,0.0029999472,1.1782004,0.023887336,-18.10822918333967,269.5,-18.108228584751487
900000,-0.5845001,1.4040878,0.002999946,2.7256036,0.02661829,-19.682500023860484,281.0,-19.682498827576637
910000,-1.449544,1.409941,0.0029999458,2.7147307,0.024448328,-14.018636386079544,289.04545454545456,-14.018635248257356
920000,-1.5057008,1.4108999,0.002999945,3.7933717,0.02450958,-20.927395847063355,271.4583333333333,-20.927397058345377
930000,-0.56916153,1.4036899,0.0029999441,1.7855492,0.024513075,-28.81750001339242,249.45833333333334,-28.81750172469765
940000,-0.99212277,1.4038423,0.0029999432,None,None,-19.87500001769513,259.6666666666667,-19.87499829630057
950000,-0.90464425,1.4074847,0.0029999432,2.1598458,0.023480492,-20.88076089118081,266.5,-20.880758993003678
960000,-1.4533072,1.4111751,0.0029999427,5.8661175,0.027924044,-21.28454547053711,237.38636363636363,-21.28454538434744
970000,-0.7762046,1.4059579,0.0029999423,8.1684065,0.022887992,-30.33510417826862,236.83333333333334,-30.335106877610087
980000,-0.69472545,1.4049251,0.0029999414,1.1422956,0.026144633,-12.304479185938058,238.85416666666666,-12.304477927585443
990000,-0.57682365,1.409851,0.0029999407,1.3990961,0.024842659,-10.719583351708328,212.58333333333334,-10.719582945108414
1000000,-0.76225007,1.4102238,0.0029999402,1.072935,0.022691755,-9.392500018235296,200.75,-9.392500016838312
1010000,-0.76711476,1.4095703,0.0029999393,0.74172026,0.02377479,-12.536354185877522,226.91666666666666,-12.536353645225367
1020000,-0.6574686,1.4080528,0.0029999388,1.0713391,0.018238045,-16.815312516700942,220.3125,-16.815310891717672
1030000,-0.60456,1.405688,0.0029999383,1.1563121,0.018565748,-12.48236843909284,221.71052631578948,-12.482367433999714
1040000,-1.1298872,1.4080644,0.002999938,2.9324212,0.026881283,-21.756551740755295,205.05172413793105,-21.75654972318945
1050000,-0.5937178,1.4082499,0.0029999374,6.6560674,0.02670932,-10.938750029308721,294.25,-10.93875004351139
1060000,-0.21235286,1.4076312,0.0029999365,0.9751779,0.020373512,-26.21965909971517,271.40909090909093,-26.219662925821137
1070000,-0.043933205,1.4087666,0.002999936,3.513372,0.022346139,-15.477083349678045,239.91666666666666,-15.477082613389939
1080000,-0.33819082,1.4107068,0.0029999355,2.998423,0.022866143,-7.678854184555045,208.66666666666666,-7.678854315231244
1090000,-0.4773569,1.4123133,0.0029999348,2.18843,0.021911837,-19.41593751817709,263.0,-19.415935875227053
1100000,1.6639111,1.4096134,0.0029999344,2.7908983,0.019718712,None,None,None
1110000,1.8183094,1.40481,0.0029999334,1.3036445,0.023832284,-16.984375022235326,307.375,-16.984373521680634
1120000,2.5658824,1.4027771,0.002999933,0.637206,0.024684522,None,None,None
1130000,-0.09654919,1.401042,0.0029999325,0.15518707,0.030356655,-10.70697921605703,509.2291666666667,-10.706978162750602
1140000,1.1870016,1.4003414,0.002999932,1.1674597,0.028130412,None,None,None
1150000,0.7576199,1.3972937,0.0029999316,1.4459234,0.02349344,-10.768541684878679,287.3541666666667,-10.768541023135185
1160000,1.1576139,1.3962386,0.0029999313,0.61490285,0.019887667,None,None,None
1170000,-0.19259843,1.3958,0.0029999304,2.3459437,0.021369299,-17.61208335783643,409.7083333333333,-17.6120818577474
1180000,0.042146485,1.3933564,0.002999929,8.621927,0.025109213,-19.135520843808383,228.95833333333334,-19.135520031054813
1190000,3.9971538,1.3947905,0.0029999288,0.36017603,0.022196146,None,None,None
1200000,2.4203534,1.388317,0.0029999283,0.3772436,0.027135631,None,None,None
1210000,0.09638229,1.3832331,0.0029999278,0.008506187,0.026396615,-28.500357198728516,767.0357142857143,-28.617890151647423
1220000,0.8801992,1.3795668,0.0029999274,None,None,-28.90600005686283,766.95,-28.73023239590905
1230000,2.9559839,1.3743443,0.0029999265,15.73192,0.02281406,None,None,None
1240000,0.98031086,1.3674538,0.0029999258,0.50582755,0.025756847,None,None,None
1250000,0.06195143,1.3686165,0.0029999253,0.0793029,0.031809676,None,None,None
1260000,-1.1722032,1.3715621,0.0029999246,0.0067175883,0.026793478,-35.78906258713687,837.0625,-35.78906395658851
1270000,-3.2278454,1.3681134,0.0029999241,4.372083,0.027270623,-27.24937501817476,269.875,-27.24937682102124
1280000,-0.054391813,1.3629974,0.0029999241,41.15788,0.029006962,-66.90583333916341,356.8333333333333,-66.48875161353499
1290000,-4.781493,1.3644135,0.0029999232,5.101485,0.020067977,-67.9205952457241,369.0238095238095,-67.91238670787689
1300000,-8.246033,1.3649474,0.002999922,8.946621,0.02268639,-43.08604167871332,226.60416666666666,-43.08604647715887
1310000,-4.0440335,1.3633536,0.0029999218,40.779053,0.027764143,-90.40770834238113,296.1458333333333,-90.40771117464949
1320000,-2.0382967,1.36445,0.0029999209,20.340548,0.019768558,None,None,None
1330000,-1.3579148,1.3658614,0.0029999209,12.454737,0.023249675,-47.991666686156705,243.8030303030303,-50.45266249343272
1340000,-2.4904313,1.3620173,0.00299992,37.798523,0.024937885,-30.694318200842563,219.04545454545453,-16.7917107861293
1350000,-1.9611058,1.3572302,0.00299992,4.1731358,0.01802359,-70.46779413414461,249.52941176470588,-71.53988663784482
1360000,-3.8257859,1.3532606,0.0029999188,21.007334,0.023841849,-24.01812501635868,209.375,-24.01812184477846
1370000,-0.73885524,1.3593427,0.0029999183,3.3411872,0.020851452,-59.55062501842622,235.9375,-59.55062538261215
1380000,-1.9120183,1.3595194,0.0029999178,19.478634,0.024168424,-8.782187519303989,201.4375,-8.782187814513842
1390000,-1.6128081,1.3606,0.0029999167,0.9147483,0.021675104,-53.42177085557099,278.0833333333333,-53.42177299410105
1400000,-2.463207,1.3635163,0.0029999164,16.89848,0.02340464,-30.355104181546874,208.79166666666666,-30.355104851226013
1410000,-1.4111657,1.3636094,0.0029999157,None,None,-77.58250001792868,248.76923076923077,-77.89456518966219
1420000,-2.131059,1.3563577,0.0029999155,18.438425,0.03015989,-68.76228573237147,245.88571428571427,-72.0339400804404
1430000,-3.2424338,1.3514317,0.002999914,16.83965,0.024514483,-51.149285732023415,237.17142857142858,-51.13387678265572
1440000,-0.98878,1.3544166,0.0029999134,12.639672,0.021648785,-47.94416668235014,199.47916666666666,-47.94416649887959
1450000,-2.7828417,1.3534883,0.0029999132,2.4966671,0.02252563,-14.036562520137522,234.0,-14.036561368654171
1460000,-3.4873438,1.3496909,0.002999913,34.49661,0.020815045,-80.35604168478555,248.60416666666666,-80.35604079936941
1470000,-0.36111197,1.3502207,0.0029999125,33.428898,0.021547657,None,None,None
1480000,-3.6658814,1.3491815,0.0029999118,6.8098927,0.017861137,-70.70958333051142,357.2083333333333,-70.70958318312962
1490000,-1.4721602,1.3484471,0.0029999109,11.103155,0.022704074,-56.76083334612971,281.3333333333333,-56.76083488871033
1500000,-2.4837317,1.3495976,0.00299991,2.0365489,0.024522563,-28.80041668044093,175.04166666666666,-28.800414661566418
1510000,-0.43138108,1.3482416,0.0029999095,2.7528887,0.020775516,-28.97072917803113,209.97916666666666,-28.970731613536675
1520000,-3.19828,1.3464801,0.002999909,20.560715,0.023170222,-6.232500019017607,189.10416666666666,-6.232500399773319
1530000,-0.83670926,1.3461492,0.0029999088,5.0518847,0.025341038,-67.72885418949106,298.2291666666667,-67.72885441159208
1540000,-2.0255754,1.350229,0.002999908,3.7457306,0.023026379,-24.80562501878012,205.8125,-24.80562171836694
1550000,-2.3936148,1.3564569,0.002999907,18.846357,0.020850774,-56.85156251775334,221.6875,-56.851563853522144
1560000,-6.4885917,1.3603595,0.0029999064,35.56269,0.021097003,-94.29593751573702,249.8125,-94.29615210340573
1570000,-4.268555,1.3597707,0.002999906,6.119876,0.02062853,-94.34828126596403,251.34375,-94.34371294464384
1580000,-7.119904,1.3669204,0.0029999055,None,None,-30.655520842430025,224.89583333333334,-30.655526280713577
1590000,-5.329661,1.3724422,0.0029999053,24.522377,0.032301005,-67.15166667445253,259.9166666666667,-67.15166692559917
1600000,-1.8035463,1.3754345,0.002999904,16.846163,0.029620254,-64.64895834909596,253.20833333333334,-64.64895878289826
1610000,-3.7039554,1.3730098,0.0029999036,9.193821,0.022525761,-37.44583334804823,180.77083333333334,-37.44583132242163
1620000,-3.6359596,1.3665022,0.002999903,15.735938,0.018067025,-15.418020848669888,171.58333333333334,-15.418019612630209
1630000,-0.5030484,1.3614986,0.0029999022,3.5473495,0.018676471,-22.291458339391585,231.58333333333334,-22.291457907141496
1640000,-3.8276389,1.3587393,0.0029999018,6.178811,0.020391071,-5.143229182091697,158.79166666666666,-5.143229489525159
1650000,-0.8914682,1.3603754,0.0029999015,26.54225,0.023977514,-67.13760418268309,253.10416666666666,-67.13760440858702
1660000,-0.5872277,1.3650552,0.0029999006,6.262023,0.030820038,-10.482812519010622,200.75,-10.48281247417132
1670000,-0.67402154,1.3657843,0.0029998997,27.521013,0.025984397,-50.33635418429427,223.54166666666666,-50.33635481695334
1680000,-0.4605665,1.3621565,0.0029998994,5.2837577,0.025160668,-29.120104177486308,181.04166666666666,-29.120104487985373
1690000,-1.3067683,1.3603472,0.0029998985,1.2697868,0.021281077,-9.97083335214605,192.95833333333334,-9.970833534995714
1700000,-0.9914167,1.36233,0.0029998983,4.364346,0.025191793,-31.97020834936605,219.83333333333334,-31.97020999590556
1710000,-2.149745,1.3599637,0.002999898,13.053016,0.024718668,-20.106250012060627,194.1875,-20.10624712333083
1720000,-0.2789926,1.3548487,0.0029998973,3.356024,0.030186605,-51.61750001553446,215.6875,-51.61750046660503
1730000,-1.6301304,1.3526095,0.0029998964,None,None,-6.346458351666418,185.9375,-6.346458616976936
1740000,-1.4322141,1.3418185,0.002999896,7.874169,0.020831635,-40.390312516421545,202.375,-40.39031200235089
1750000,-2.044926,1.347927,0.0029998955,8.585186,0.02142817,-38.2216666812698,189.60416666666666,-38.22166480744878
1760000,-3.325725,1.3473321,0.0029998948,10.385322,0.025494564,-43.60666668384025,220.72916666666666,-43.60666609555483
1770000,-2.3206666,1.350622,0.002999894,18.425268,0.02605966,-56.68864584262095,224.77083333333334,-56.68864705355372
1780000,-2.810246,1.3500606,0.0029998936,8.282658,0.025118599,-38.07979168164699,214.66666666666666,-38.07979169239601
1790000,-0.5506953,1.3461068,0.0029998932,4.5942736,0.022540864,-41.05400001220405,260.4888888888889,-41.000914272767574
1800000,-1.4752977,1.3483105,0.0029998925,0.9818499,0.028680434,-26.068636382421985,217.45454545454547,-26.652421832536206
1810000,-1.0647798,1.3564386,0.002999892,3.6145825,0.023725506,-18.218750016220536,211.5,-18.816320836544037
1820000,-3.6124485,1.3591752,0.0029998913,20.0286,0.023715174,-13.860500013548881,215.9,-13.819997829018217
1830000,-0.75880647,1.3554755,0.0029998906,9.02458,0.029352967,-45.65798388978827,228.24193548387098,-45.65798517532887
1840000,-1.0732265,1.3531382,0.0029998904,5.12295,0.019332064,-3.9994117850985598,204.64705882352942,-3.999412022969302
1850000,-0.3783029,1.3503016,0.0029998897,0.3203812,0.024567885,-30.05916667931403,283.9166666666667,-30.059170102855813
1860000,-1.0187532,1.3437362,0.002999889,7.9609857,0.019712664,-7.041770847766505,180.875,-7.041770778596401
1870000,-1.2300813,1.337304,0.002999888,5.2358427,0.023672765,-31.692083347666387,197.10416666666666,-31.692085122689605
1880000,-1.1405843,1.3367699,0.0029998876,6.5710664,0.02056749,-33.48885417948865,231.79166666666666,-33.48885837631921
1890000,-1.2943399,1.3376292,0.0029998866,10.589313,0.021734001,-41.496770848772336,227.20833333333334,-41.49677380733192
1900000,-0.5614992,1.3304119,0.0029998864,3.6602015,0.031011624,-33.4705208526187,215.77083333333334,-33.47051836674412
1910000,-2.7904303,1.3288957,0.0029998857,15.350723,0.021712633,-4.309062517771963,179.66666666666666,-4.309062750389178
1920000,-0.6556772,1.3322924,0.0029998848,6.9013667,0.02457227,-55.28635417749562,267.4791666666667,-55.28635694707433
1930000,-2.686585,1.3370991,0.0029998845,33.20339,0.029713541,None,None,None
1940000,-0.88354975,1.3405454,0.0029998831,None,None,-39.29171876327018,208.01041666666666,-39.2917188674522
1950000,-2.4164386,1.3323919,0.0029998827,2.8379753,0.01962172,-48.02350002033636,238.9,-48.031470365384045
1960000,-4.378708,1.3404434,0.0029998827,11.988561,0.026493188,-47.70027779813649,239.77777777777777,-47.831451698657006
1970000,-4.803763,1.345118,0.0029998822,11.983557,0.022210162,-56.99666668397064,232.41666666666666,-56.996667148545384
1980000,-0.454246,1.3350621,0.0029998815,12.227675,0.018210208,-50.74604167839667,248.1875,-50.74604516763551
1990000,-1.6866757,1.3370097,0.0029998808,7.086246,0.024846558,-7.033229185947373,199.91666666666666,-7.033229374637206
2000000,-2.8527286,1.3425264,0.0029998801,4.635545,0.021303521,-30.302083349864308,195.79166666666666,-30.30208089761436
2010000,-0.17036559,1.3463002,0.0029998794,5.450668,0.023736423,-39.046538481130625,333.38461538461536,-39.04083964166542
2020000,-0.842696,1.3474985,0.0029998792,4.160001,0.019949386,-38.81042859226997,336.45714285714286,-38.818894932770895
2030000,-3.4903188,1.348403,0.002999879,8.072058,0.02918607,-27.75583335555469,244.52083333333334,-27.755831600477297
2040000,-2.3825948,1.3450882,0.0029998778,9.206227,0.022373002,-58.53458335211811,254.79166666666666,-58.534584239435695
2050000,0.3805218,1.342249,0.0029998773,6.8035674,0.025043432,-27.524782634866625,317.39130434782606,-27.52478287401407
2060000,-3.309793,1.3422104,0.0029998766,4.183285,0.02716,-20.564800026714803,318.64,-20.564798086881638
2070000,-0.7508622,1.3417381,0.002999876,5.3739743,0.02190769,-33.84750000759959,272.8125,-33.84750665297421
2080000,-2.2506387,1.3377643,0.0029998757,3.176226,0.026092393,-10.287500020582229,218.125,-10.287499657521645
2090000,-1.7421715,1.3347248,0.0029998752,1.6072853,0.022518022,-32.545833344881736,258.2291666666667,-32.54583966553522
2100000,-0.0025679306,1.3335172,0.0029998743,3.1110132,0.02454025,-20.288478278716944,267.0869565217391,-20.42931657758626
2110000,-1.4507256,1.3342509,0.0029998734,4.167907,0.025269272,-21.622200018279255,272.92,-21.451729432894634
2120000,-0.40380356,1.3329254,0.002999873,0.026351266,0.022898685,None,None,None
2130000,-2.980661,1.3332881,0.0029998724,4.0992193,0.029673541,-32.09062504081521,477.9166666666667,-32.0906308076034
2140000,0.0019789045,1.329992,0.0029998722,0.12683907,0.014916595,-24.769375024712645,372.25,-24.7693765219301
2150000,-1.2914463,1.3322599,0.0029998717,1.5915434,0.01916149,-22.349375024600885,374.275,-22.34937494881451
2160000,-0.23030318,1.3391743,0.0029998708,None,None,None,None,None
2170000,-1.8190942,1.3405529,0.0029998699,0.0044757496,0.024569582,-20.416562542843167,473.8125,-20.41656058902542
2180000,-0.75506896,1.341886,0.0029998694,2.7376683,0.025089843,-19.553541685493354,233.08333333333334,-19.553540885138016
2190000,-0.5219275,1.336255,0.0029998687,2.9580798,0.024064798,-9.803125020698644,214.9375,-9.803124635169903
2200000,-0.2718275,1.3320065,0.0029998685,3.9621432,0.019528886,-4.720652201536881,262.82608695652175,-4.720652488262757
2210000,-0.20370986,1.3265399,0.002999868,2.1847267,0.024674105,-2.7374000380560757,358.52,-2.7374002969264986
2220000,-0.45185316,1.3269614,0.0029998675,1.3988758,0.025404906,-16.988152198959142,320.04347826086956,-16.988153646497622
2230000,-0.4296469,1.3283558,0.0029998666,3.621635,0.026715431,-23.63400001861155,272.53333333333336,-23.633999398847422
2240000,-0.65900654,1.3275878,0.002999866,4.316841,0.018582797,-26.81406252022134,293.375,-26.814063055440784
2250000,-1.5519634,1.3304317,0.0029998652,14.220784,0.025152663,-21.464117669555193,275.1764705882353,-21.46411618765663
2260000,-1.0585061,1.3289069,0.0029998648,6.1222367,0.02498543,-55.83021741064832,359.10869565217394,-55.83021945020427
2270000,-0.87369835,1.3273867,0.0029998645,9.210027,0.02340423,-22.10250003123656,364.0,-22.102503035217524
